ch1,ch2,combined
-755,-755,-1510
-282,-282,-564
207,207,414
703,703,1406
1199,1199,2398
1684,1684,3368
2149,2149,4298
2585,2585,5170
2984,2984,5968
3342,3342,6684
3656,3656,7312
3925,3925,7850
4148,4148,8296
4327,4327,8654
4464,4464,8928
4559,4559,9118
4613,4613,9226
4625,4625,9250
4594,4594,9188
4521,4521,9042
4402,4402,8804
4239,4239,8478
4032,4032,8064
3784,3784,7568
3496,3496,6992
3176,3176,6352
2827,2827,5654
2456,2456,4912
2070,2070,4140
1676,1676,3352
1281,1281,2562
891,891,1782
512,512,1024
148,148,296
-196,-196,-392
-518,-518,-1036
-818,-818,-1636
-1098,-1098,-2196
-1358,-1358,-2716
-1603,-1603,-3206
-1837,-1837,-3674
-2062,-2062,-4124
-2282,-2282,-4564
-2496,-2496,-4992
-2701,-2701,-5402
-2893,-2893,-5786
-3064,-3064,-6128
-3204,-3204,-6408
-3305,-3305,-6610
-3359,-3359,-6718
-3360,-3360,-6720
-3307,-3307,-6614
-3202,-3202,-6404
-3052,-3052,-6104
-2869,-2869,-5738
-2666,-2666,-5332
-2455,-2455,-4910
-2248,-2248,-4496
-2053,-2053,-4106
-1874,-1874,-3748
-1707,-1707,-3414
-1546,-1546,-3092
-1380,-1380,-2760
-1196,-1196,-2392
-982,-982,-1964
-728,-728,-1456
-428,-428,-856
-84,-84,-168
298,298,596
707,707,1414
1128,1128,2256
1543,1543,3086
1935,1935,3870
2288,2288,4576
2593,2593,5186
2841,2841,5682
3029,3029,6058
3159,3159,6318
3234,3234,6468
3260,3260,6520
3241,3241,6482
3183,3183,6366
3089,3089,6178
2963,2963,5926
2807,2807,5614
2623,2623,5246
2414,2414,4828
2184,2184,4368
1938,1938,3876
1681,1681,3362
1420,1420,2840
1160,1160,2320
904,904,1808
654,654,1308
409,409,818
166,166,332
-79,-79,-158
-331,-331,-662
-593,-593,-1186
-867,-867,-1734
-1150,-1150,-2300
-1438,-1438,-2876
-1722,-1722,-3444
-1990,-1990,-3980
-2232,-2232,-4464
-2435,-2435,-4870
-2591,-2591,-5182
-2693,-2693,-5386
-2741,-2741,-5482
-2737,-2737,-5474
-2689,-2689,-5378
-2606,-2606,-5212
-2499,-2499,-4998
-2379,-2379,-4758
-2253,-2253,-4506
-2128,-2128,-4256
-2003,-2003,-4006
-1875,-1875,-3750
-1739,-1739,-3478
-1585,-1585,-3170
-1405,-1405,-2810
-1189,-1189,-2378
-933,-933,-1866
-635,-635,-1270
-295,-295,-590
80,80,160
481,481,962
896,896,1792
1313,1313,2626
1717,1717,3434
2097,2097,4194
2443,2443,4886
2748,2748,5496
3007,3007,6014
3217,3217,6434
3380,3380,6760
3496,3496,6992
3570,3570,7140
3602,3602,7204
3597,3597,7194
3556,3556,7112
3479,3479,6958
3367,3367,6734
3218,3218,6436
3031,3031,6062
2803,2803,5606
2534,2534,5068
2221,2221,4442
1866,1866,3732
1468,1468,2936
1032,1032,2064
563,563,1126
69,69,138
-442,-442,-884
-958,-958,-1916
-1469,-1469,-2938
-1961,-1961,-3922
-2424,-2424,-4848
-2848,-2848,-5696
-3227,-3227,-6454
-3554,-3554,-7108
-3828,-3828,-7656
-4049,-4049,-8098
-4219,-4219,-8438
-4341,-4341,-8682
-4418,-4418,-8836
-4455,-4455,-8910
-4453,-4453,-8906
-4414,-4414,-8828
-4338,-4338,-8676
-4222,-4222,-8444
-4066,-4066,-8132
-3867,-3867,-7734
-3624,-3624,-7248
-3338,-3338,-6676
-3011,-3011,-6022
-2647,-2647,-5294
-2250,-2250,-4500
-1826,-1826,-3652
-1384,-1384,-2768
-927,-927,-1854
-464,-464,-928
1,1,2
465,465,930
924,924,1848
1375,1375,2750
1814,1814,3628
2237,2237,4474
2640,2640,5280
3017,3017,6034
3361,3361,6722
3665,3665,7330
3923,3923,7846
4129,4129,8258
4278,4278,8556
4368,4368,8736
4399,4399,8798
4371,4371,8742
4289,4289,8578
4158,4158,8316
3982,3982,7964
3767,3767,7534
3519,3519,7038
3241,3241,6482
2936,2936,5872
2604,2604,5208
2246,2246,4492
1861,1861,3722
1448,1448,2896
1005,1005,2010
534,534,1068
37,37,74
-483,-483,-966
-1018,-1018,-2036
-1559,-1559,-3118
-2095,-2095,-4190
-2612,-2612,-5224
-3096,-3096,-6192
-3533,-3533,-7066
-3912,-3912,-7824
-4223,-4223,-8446
-4459,-4459,-8918
-4617,-4617,-9234
-4698,-4698,-9396
-4706,-4706,-9412
-4649,-4649,-9298
-4535,-4535,-9070
-4373,-4373,-8746
-4172,-4172,-8344
-3941,-3941,-7882
-3685,-3685,-7370
-3409,-3409,-6818
-3115,-3115,-6230
-2805,-2805,-5610
-2481,-2481,-4962
-2142,-2142,-4284
-1790,-1790,-3580
-1428,-1428,-2856
-1056,-1056,-2112
-677,-677,-1354
-293,-293,-586
95,95,190
488,488,976
886,886,1772
1290,1290,2580
1702,1702,3404
2121,2121,4242
2545,2545,5090
2969,2969,5938
3385,3385,6770
3783,3783,7566
4151,4151,8302
4474,4474,8948
4742,4742,9484
4942,4942,9884
5067,5067,10134
5113,5113,10226
5080,5080,10160
4973,4973,9946
4800,4800,9600
4569,4569,9138
4291,4291,8582
3976,3976,7952
3632,3632,7264
3266,3266,6532
2881,2881,5762
2482,2482,4964
2067,2067,4134
1639,1639,3278
1197,1197,2394
744,744,1488
282,282,564
-184,-184,-368
-648,-648,-1296
-1104,-1104,-2208
-1545,-1545,-3090
-1964,-1964,-3928
-2355,-2355,-4710
-2712,-2712,-5424
-3032,-3032,-6064
-3313,-3313,-6626
-3555,-3555,-7110
-3758,-3758,-7516
-3923,-3923,-7846
-4053,-4053,-8106
-4150,-4150,-8300
-4214,-4214,-8428
-4247,-4247,-8494
-4246,-4246,-8492
-4211,-4211,-8422
-4136,-4136,-8272
-4018,-4018,-8036
-3854,-3854,-7708
-3640,-3640,-7280
-3376,-3376,-6752
-3064,-3064,-6128
-2709,-2709,-5418
-2320,-2320,-4640
-1908,-1908,-3816
-1487,-1487,-2974
-1069,-1069,-2138
-667,-667,-1334
-290,-290,-580
58,58,116
377,377,754
670,670,1340
947,947,1894
1218,1218,2436
1494,1494,2988
1784,1784,3568
2093,2093,4186
2423,2423,4846
2768,2768,5536
3119,3119,6238
3462,3462,6924
3780,3780,7560
4057,4057,8114
4278,4278,8556
4431,4431,8862
4510,4510,9020
4511,4511,9022
4439,4439,8878
4297,4297,8594
4096,4096,8192
3844,3844,7688
3551,3551,7102
3224,3224,6448
2870,2870,5740
2494,2494,4988
2099,2099,4198
1691,1691,3382
1272,1272,2544
847,847,1694
421,421,842
1,1,2
-407,-407,-814
-799,-799,-1598
-1171,-1171,-2342
-1519,-1519,-3038
-1844,-1844,-3688
-2146,-2146,-4292
-2428,-2428,-4856
-2691,-2691,-5382
-2938,-2938,-5876
-3167,-3167,-6334
-3376,-3376,-6752
-3562,-3562,-7124
-3717,-3717,-7434
-3834,-3834,-7668
-3906,-3906,-7812
-3927,-3927,-7854
-3892,-3892,-7784
-3800,-3800,-7600
-3654,-3654,-7308
-3459,-3459,-6918
-3224,-3224,-6448
-2957,-2957,-5914
-2669,-2669,-5338
-2370,-2370,-4740
-2066,-2066,-4132
-1763,-1763,-3526
-1461,-1461,-2922
-1161,-1161,-2322
-859,-859,-1718
-551,-551,-1102
-231,-231,-462
104,104,208
456,456,912
826,826,1652
1210,1210,2420
1604,1604,3208
1998,1998,3996
2385,2385,4770
2753,2753,5506
3093,3093,6186
3395,3395,6790
3652,3652,7304
3858,3858,7716
4010,4010,8020
4106,4106,8212
4148,4148,8296
4140,4140,8280
4084,4084,8168
3986,3986,7972
3851,3851,7702
3682,3682,7364
3481,3481,6962
3252,3252,6504
2995,2995,5990
2708,2708,5416
2390,2390,4780
2040,2040,4080
1658,1658,3316
1242,1242,2484
796,796,1592
324,324,648
-167,-167,-334
-669,-669,-1338
-1172,-1172,-2344
-1662,-1662,-3324
-2130,-2130,-4260
-2565,-2565,-5130
-2956,-2956,-5912
-3300,-3300,-6600
-3590,-3590,-7180
-3827,-3827,-7654
-4013,-4013,-8026
-4150,-4150,-8300
-4243,-4243,-8486
-4295,-4295,-8590
-4311,-4311,-8622
-4291,-4291,-8582
-4237,-4237,-8474
-4148,-4148,-8296
-4022,-4022,-8044
-3858,-3858,-7716
-3654,-3654,-7308
-3410,-3410,-6820
-3128,-3128,-6256
-2810,-2810,-5620
-2462,-2462,-4924
-2090,-2090,-4180
-1699,-1699,-3398
-1297,-1297,-2594
-889,-889,-1778
-479,-479,-958
-72,-72,-144
331,331,662
727,727,1454
1116,1116,2232
1494,1494,2988
1860,1860,3720
2209,2209,4418
2538,2538,5076
2841,2841,5682
3111,3111,6222
3343,3343,6686
3532,3532,7064
3674,3674,7348
3766,3766,7532
3807,3807,7614
3798,3798,7596
3741,3741,7482
3640,3640,7280
3500,3500,7000
3325,3325,6650
3120,3120,6240
2890,2890,5780
2638,2638,5276
2368,2368,4736
2082,2082,4164
1779,1779,3558
1460,1460,2920
1123,1123,2246
767,767,1534
389,389,778
-11,-11,-22
-433,-433,-866
-876,-876,-1752
-1336,-1336,-2672
-1807,-1807,-3614
-2281,-2281,-4562
-2747,-2747,-5494
-3194,-3194,-6388
-3609,-3609,-7218
-3981,-3981,-7962
-4298,-4298,-8596
-4551,-4551,-9102
-4733,-4733,-9466
-4838,-4838,-9676
-4865,-4865,-9730
-4816,-4816,-9632
-4695,-4695,-9390
-4506,-4506,-9012
-4260,-4260,-8520
-3965,-3965,-7930
-3632,-3632,-7264
-3272,-3272,-6544
-2894,-2894,-5788
-2507,-2507,-5014
-2118,-2118,-4236
-1730,-1730,-3460
-1344,-1344,-2688
-957,-957,-1914
-565,-565,-1130
-162,-162,-324
259,259,518
703,703,1406
1172,1172,2344
1667,1667,3334
2180,2180,4360
2701,2701,5402
3215,3215,6430
3702,3702,7404
4145,4145,8290
4522,4522,9044
4819,4819,9638
5026,5026,10052
5137,5137,10274
5154,5154,10308
5087,5087,10174
4949,4949,9898
4756,4756,9512
4528,4528,9056
4279,4279,8558
4024,4024,8048
3771,3771,7542
3525,3525,7050
3283,3283,6566
3042,3042,6084
2793,2793,5586
2528,2528,5056
2240,2240,4480
1922,1922,3844
1571,1571,3142
1189,1189,2378
777,777,1554
343,343,686
-106,-106,-212
-562,-562,-1124
-1014,-1014,-2028
-1455,-1455,-2910
-1876,-1876,-3752
-2270,-2270,-4540
-2630,-2630,-5260
-2952,-2952,-5904
-3229,-3229,-6458
-3459,-3459,-6918
-3640,-3640,-7280
-3770,-3770,-7540
-3850,-3850,-7700
-3882,-3882,-7764
-3869,-3869,-7738
-3817,-3817,-7634
-3731,-3731,-7462
-3618,-3618,-7236
-3484,-3484,-6968
-3333,-3333,-6666
-3168,-3168,-6336
-2992,-2992,-5984
-2802,-2802,-5604
-2596,-2596,-5192
-2370,-2370,-4740
-2118,-2118,-4236
-1835,-1835,-3670
-1519,-1519,-3038
-1168,-1168,-2336
-782,-782,-1564
-366,-366,-732
74,74,148
527,527,1054
982,982,1964
1427,1427,2854
1850,1850,3700
2241,2241,4482
2590,2590,5180
2891,2891,5782
3143,3143,6286
3344,3344,6688
3498,3498,6996
3607,3607,7214
3677,3677,7354
3713,3713,7426
3717,3717,7434
3692,3692,7384
3638,3638,7276
3554,3554,7108
3436,3436,6872
3281,3281,6562
3087,3087,6174
2849,2849,5698
2568,2568,5136
2245,2245,4490
1884,1884,3768
1490,1490,2980
1072,1072,2144
639,639,1278
199,199,398
-237,-237,-474
-660,-660,-1320
-1062,-1062,-2124
-1437,-1437,-2874
-1779,-1779,-3558
-2085,-2085,-4170
-2353,-2353,-4706
-2583,-2583,-5166
-2774,-2774,-5548
-2931,-2931,-5862
-3055,-3055,-6110
-3151,-3151,-6302
-3224,-3224,-6448
-3280,-3280,-6560
-3323,-3323,-6646
-3358,-3358,-6716
-3385,-3385,-6770
-3407,-3407,-6814
-3420,-3420,-6840
-3419,-3419,-6838
-3398,-3398,-6796
-3348,-3348,-6696
-3260,-3260,-6520
-3127,-3127,-6254
-2942,-2942,-5884
-2701,-2701,-5402
-2406,-2406,-4812
-2060,-2060,-4120
-1672,-1672,-3344
-1253,-1253,-2506
-815,-815,-1630
-371,-371,-742
67,67,134
488,488,976
885,885,1770
1255,1255,2510
1595,1595,3190
1907,1907,3814
2192,2192,4384
2452,2452,4904
2688,2688,5376
2901,2901,5802
3088,3088,6176
3248,3248,6496
3376,3376,6752
3469,3469,6938
3525,3525,7050
3543,3543,7086
3522,3522,7044
3465,3465,6930
3375,3375,6750
3254,3254,6508
3106,3106,6212
2930,2930,5860
2725,2725,5450
2489,2489,4978
2217,2217,4434
1902,1902,3804
1541,1541,3082
1131,1131,2262
672,672,1344
169,169,338
-369,-369,-738
-929,-929,-1858
-1494,-1494,-2988
-2045,-2045,-4090
-2563,-2563,-5126
-3032,-3032,-6064
-3435,-3435,-6870
-3763,-3763,-7526
-4011,-4011,-8022
-4177,-4177,-8354
-4265,-4265,-8530
-4284,-4284,-8568
-4243,-4243,-8486
-4153,-4153,-8306
-4025,-4025,-8050
-3869,-3869,-7738
-3692,-3692,-7384
-3498,-3498,-6996
-3289,-3289,-6578
-3063,-3063,-6126
-2816,-2816,-5632
-2542,-2542,-5084
-2235,-2235,-4470
-1889,-1889,-3778
-1499,-1499,-2998
-1063,-1063,-2126
-584,-584,-1168
-68,-68,-136
477,477,954
1035,1035,2070
1590,1590,3180
2123,2123,4246
2618,2618,5236
3058,3058,6116
3430,3430,6860
3728,3728,7456
3950,3950,7900
4099,4099,8198
4184,4184,8368
4215,4215,8430
4206,4206,8412
4169,4169,8338
4113,4113,8226
4045,4045,8090
3968,3968,7936
3879,3879,7758
3773,3773,7546
3644,3644,7288
3482,3482,6964
3283,3283,6566
3040,3040,6080
2753,2753,5506
2424,2424,4848
2056,2056,4112
1659,1659,3318
1238,1238,2476
805,805,1610
367,367,734
-69,-69,-138
-496,-496,-992
-909,-909,-1818
-1304,-1304,-2608
-1675,-1675,-3350
-2018,-2018,-4036
-2329,-2329,-4658
-2603,-2603,-5206
-2835,-2835,-5670
-3022,-3022,-6044
-3162,-3162,-6324
-3255,-3255,-6510
-3303,-3303,-6606
-3311,-3311,-6622
-3283,-3283,-6566
-3226,-3226,-6452
-3147,-3147,-6294
-3050,-3050,-6100
-2937,-2937,-5874
-2810,-2810,-5620
-2667,-2667,-5334
-2504,-2504,-5008
-2316,-2316,-4632
-2099,-2099,-4198
-1849,-1849,-3698
-1563,-1563,-3126
-1243,-1243,-2486
-892,-892,-1784
-515,-515,-1030
-121,-121,-242
282,282,564
683,683,1366
1073,1073,2146
1444,1444,2888
1788,1788,3576
2101,2101,4202
2379,2379,4758
2619,2619,5238
2822,2822,5644
2988,2988,5976
3118,3118,6236
3212,3212,6424
3271,3271,6542
3298,3298,6596
3293,3293,6586
3257,3257,6514
3191,3191,6382
3095,3095,6190
2969,2969,5938
2814,2814,5628
2629,2629,5258
2416,2416,4832
2174,2174,4348
1905,1905,3810
1609,1609,3218
1290,1290,2580
949,949,1898
590,590,1180
218,218,436
-160,-160,-320
-540,-540,-1080
-914,-914,-1828
-1275,-1275,-2550
-1616,-1616,-3232
-1928,-1928,-3856
-2206,-2206,-4412
-2444,-2444,-4888
-2638,-2638,-5276
-2787,-2787,-5574
-2889,-2889,-5778
-2949,-2949,-5898
-2971,-2971,-5942
-2962,-2962,-5924
-2930,-2930,-5860
-2887,-2887,-5774
-2839,-2839,-5678
-2796,-2796,-5592
-2761,-2761,-5522
-2738,-2738,-5476
-2723,-2723,-5446
-2712,-2712,-5424
-2697,-2697,-5394
-2666,-2666,-5332
-2609,-2609,-5218
-2516,-2516,-5032
-2378,-2378,-4756
-2190,-2190,-4380
-1952,-1952,-3904
-1667,-1667,-3334
-1342,-1342,-2684
-987,-987,-1974
-615,-615,-1230
-238,-238,-476
133,133,266
488,488,976
821,821,1642
1128,1128,2256
1407,1407,2814
1660,1660,3320
1888,1888,3776
2095,2095,4190
2281,2281,4562
2448,2448,4896
2596,2596,5192
2723,2723,5446
2828,2828,5656
2908,2908,5816
2963,2963,5926
2992,2992,5984
2995,2995,5990
2973,2973,5946
2928,2928,5856
2862,2862,5724
2775,2775,5550
2667,2667,5334
2536,2536,5072
2379,2379,4758
2193,2193,4386
1972,1972,3944
1712,1712,3424
1411,1411,2822
1069,1069,2138
687,687,1374
271,271,542
-169,-169,-338
-622,-622,-1244
-1075,-1075,-2150
-1514,-1514,-3028
-1926,-1926,-3852
-2298,-2298,-4596
-2621,-2621,-5242
-2889,-2889,-5778
-3098,-3098,-6196
-3248,-3248,-6496
-3342,-3342,-6684
-3385,-3385,-6770
-3384,-3384,-6768
-3347,-3347,-6694
-3281,-3281,-6562
-3194,-3194,-6388
-3089,-3089,-6178
-2972,-2972,-5944
-2843,-2843,-5686
-2702,-2702,-5404
-2545,-2545,-5090
-2369,-2369,-4738
-2166,-2166,-4332
-1932,-1932,-3864
-1661,-1661,-3322
-1350,-1350,-2700
-996,-996,-1992
-603,-603,-1206
-174,-174,-348
281,281,562
753,753,1506
1228,1228,2456
1695,1695,3390
2141,2141,4282
2556,2556,5112
2932,2932,5864
3265,3265,6530
3554,3554,7108
3801,3801,7602
4009,4009,8018
4183,4183,8366
4327,4327,8654
4444,4444,8888
4534,4534,9068
4596,4596,9192
4624,4624,9248
4615,4615,9230
4560,4560,9120
4454,4454,8908
4293,4293,8586
4073,4073,8146
3795,3795,7590
3462,3462,6924
3081,3081,6162
2658,2658,5316
2201,2201,4402
1720,1720,3440
1223,1223,2446
716,716,1432
206,206,412
-302,-302,-604
-803,-803,-1606
-1291,-1291,-2582
-1763,-1763,-3526
-2212,-2212,-4424
-2633,-2633,-5266
-3020,-3020,-6040
-3368,-3368,-6736
-3673,-3673,-7346
-3931,-3931,-7862
-4141,-4141,-8282
-4305,-4305,-8610
-4425,-4425,-8850
-4504,-4504,-9008
-4545,-4545,-9090
-4551,-4551,-9102
-4525,-4525,-9050
-4465,-4465,-8930
-4371,-4371,-8742
-4238,-4238,-8476
-4062,-4062,-8124
-3840,-3840,-7680
-3566,-3566,-7132
-3239,-3239,-6478
-2860,-2860,-5720
-2431,-2431,-4862
-1960,-1960,-3920
-1453,-1453,-2906
-923,-923,-1846
-380,-380,-760
164,164,328
699,699,1398
1213,1213,2426
1700,1700,3400
2154,2154,4308
2570,2570,5140
2946,2946,5892
3281,3281,6562
3572,3572,7144
3821,3821,7642
4026,4026,8052
4188,4188,8376
4304,4304,8608
4376,4376,8752
4402,4402,8804
4381,4381,8762
4314,4314,8628
4200,4200,8400
4039,4039,8078
3833,3833,7666
3582,3582,7164
3289,3289,6578
2955,2955,5910
2583,2583,5166
2177,2177,4354
1740,1740,3480
1279,1279,2558
798,798,1596
306,306,612
-188,-188,-376
-677,-677,-1354
-1150,-1150,-2300
-1598,-1598,-3196
-2012,-2012,-4024
-2385,-2385,-4770
-2710,-2710,-5420
-2985,-2985,-5970
-3209,-3209,-6418
-3384,-3384,-6768
-3515,-3515,-7030
-3609,-3609,-7218
-3674,-3674,-7348
-3717,-3717,-7434
-3747,-3747,-7494
-3769,-3769,-7538
-3786,-3786,-7572
-3799,-3799,-7598
-3805,-3805,-7610
-3798,-3798,-7596
-3770,-3770,-7540
-3712,-3712,-7424
-3613,-3613,-7226
-3467,-3467,-6934
-3267,-3267,-6534
-3012,-3012,-6024
-2703,-2703,-5406
-2344,-2344,-4688
-1946,-1946,-3892
-1518,-1518,-3036
-1073,-1073,-2146
-625,-625,-1250
-184,-184,-368
239,239,478
637,637,1274
1006,1006,2012
1343,1343,2686
1650,1650,3300
1927,1927,3854
2177,2177,4354
2401,2401,4802
2602,2602,5204
2778,2778,5556
2929,2929,5858
3053,3053,6106
3149,3149,6298
3215,3215,6430
3249,3249,6498
3252,3252,6504
3224,3224,6448
3167,3167,6334
3082,3082,6164
2972,2972,5944
2837,2837,5674
2677,2677,5354
2492,2492,4984
2280,2280,4560
2037,2037,4074
1761,1761,3522
1451,1451,2902
1106,1106,2212
728,728,1456
323,323,646
-101,-101,-202
-534,-534,-1068
-964,-964,-1928
-1377,-1377,-2754
-1761,-1761,-3522
-2104,-2104,-4208
-2398,-2398,-4796
-2637,-2637,-5274
-2819,-2819,-5638
-2945,-2945,-5890
-3020,-3020,-6040
-3050,-3050,-6100
-3042,-3042,-6084
-3005,-3005,-6010
-2946,-2946,-5892
-2870,-2870,-5740
-2782,-2782,-5564
-2684,-2684,-5368
-2574,-2574,-5148
-2450,-2450,-4900
-2310,-2310,-4620
-2147,-2147,-4294
-1958,-1958,-3916
-1740,-1740,-3480
-1488,-1488,-2976
-1202,-1202,-2404
-882,-882,-1764
-532,-532,-1064
-155,-155,-310
243,243,486
653,653,1306
1067,1067,2134
1478,1478,2956
1876,1876,3752
2254,2254,4508
2607,2607,5214
2930,2930,5860
3220,3220,6440
3476,3476,6952
3699,3699,7398
3887,3887,7774
4041,4041,8082
4162,4162,8324
4248,4248,8496
4298,4298,8596
4310,4310,8620
4279,4279,8558
4204,4204,8408
4082,4082,8164
3912,3912,7824
3693,3693,7386
3428,3428,6856
3118,3118,6236
2769,2769,5538
2386,2386,4772
1974,1974,3948
1541,1541,3082
1091,1091,2182
631,631,1262
166,166,332
-298,-298,-596
-756,-756,-1512
-1204,-1204,-2408
-1635,-1635,-3270
-2044,-2044,-4088
-2426,-2426,-4852
-2776,-2776,-5552
-3089,-3089,-6178
-3363,-3363,-6726
-3598,-3598,-7196
-3793,-3793,-7586
-3949,-3949,-7898
-4070,-4070,-8140
-4157,-4157,-8314
-4214,-4214,-8428
-4241,-4241,-8482
-4238,-4238,-8476
-4204,-4204,-8408
-4135,-4135,-8270
-4028,-4028,-8056
-3878,-3878,-7756
-3682,-3682,-7364
-3436,-3436,-6872
-3140,-3140,-6280
-2795,-2795,-5590
-2406,-2406,-4812
-1977,-1977,-3954
-1519,-1519,-3038
-1040,-1040,-2080
-550,-550,-1100
-61,-61,-122
418,418,836
879,879,1758
1315,1315,2630
1720,1720,3440
2090,2090,4180
2426,2426,4852
2727,2727,5454
2996,2996,5992
3236,3236,6472
3451,3451,6902
3645,3645,7290
3821,3821,7642
3983,3983,7966
4130,4130,8260
4258,4258,8516
4363,4363,8726
4435,4435,8870
4464,4464,8928
4436,4436,8872
4340,4340,8680
4163,4163,8326
3900,3900,7800
3546,3546,7092
3104,3104,6208
2582,2582,5164
1994,1994,3988
1360,1360,2720
702,702,1404
43,43,86
-594,-594,-1188
-1188,-1188,-2376
-1725,-1725,-3450
-2194,-2194,-4388
-2591,-2591,-5182
-2918,-2918,-5836
-3183,-3183,-6366
-3394,-3394,-6788
-3566,-3566,-7132
-3709,-3709,-7418
-3835,-3835,-7670
-3953,-3953,-7906
-4067,-4067,-8134
-4181,-4181,-8362
-4291,-4291,-8582
-4394,-4394,-8788
-4482,-4482,-8964
-4547,-4547,-9094
-4579,-4579,-9158
-4570,-4570,-9140
-4512,-4512,-9024
-4397,-4397,-8794
-4222,-4222,-8444
-3983,-3983,-7966
-3680,-3680,-7360
-3317,-3317,-6634
-2898,-2898,-5796
-2432,-2432,-4864
-1929,-1929,-3858
-1400,-1400,-2800
-860,-860,-1720
-320,-320,-640
206,206,412
709,709,1418
1178,1178,2356
1611,1611,3222
2002,2002,4004
2354,2354,4708
2668,2668,5336
2947,2947,5894
3197,3197,6394
3421,3421,6842
3620,3620,7240
3794,3794,7588
3943,3943,7886
4063,4063,8126
4149,4149,8298
4197,4197,8394
4201,4201,8402
4161,4161,8322
4073,4073,8146
3939,3939,7878
3760,3760,7520
3541,3541,7082
3283,3283,6566
2992,2992,5984
2667,2667,5334
2311,2311,4622
1922,1922,3844
1500,1500,3000
1044,1044,2088
555,555,1110
36,36,72
-506,-506,-1012
-1062,-1062,-2124
-1618,-1618,-3236
-2158,-2158,-4316
-2666,-2666,-5332
-3125,-3125,-6250
-3519,-3519,-7038
-3840,-3840,-7680
-4080,-4080,-8160
-4239,-4239,-8478
-4322,-4322,-8644
-4336,-4336,-8672
-4294,-4294,-8588
-4208,-4208,-8416
-4091,-4091,-8182
-3950,-3950,-7900
-3794,-3794,-7588
-3625,-3625,-7250
-3442,-3442,-6884
-3241,-3241,-6482
-3018,-3018,-6036
-2767,-2767,-5534
-2482,-2482,-4964
-2160,-2160,-4320
-1800,-1800,-3600
-1404,-1404,-2808
-976,-976,-1952
-521,-521,-1042
-47,-47,-94
438,438,876
927,927,1854
1412,1412,2824
1887,1887,3774
2346,2346,4692
2784,2784,5568
3194,3194,6388
3574,3574,7148
3918,3918,7836
4222,4222,8444
4482,4482,8964
4696,4696,9392
4862,4862,9724
4978,4978,9956
5046,5046,10092
5065,5065,10130
5037,5037,10074
4965,4965,9930
4848,4848,9696
4688,4688,9376
4486,4486,8972
4241,4241,8482
3953,3953,7906
3623,3623,7246
3253,3253,6506
2844,2844,5688
2400,2400,4800
1929,1929,3858
1436,1436,2872
930,930,1860
420,420,840
-85,-85,-170
-578,-578,-1156
-1051,-1051,-2102
-1499,-1499,-2998
-1918,-1918,-3836
-2304,-2304,-4608
-2657,-2657,-5314
-2975,-2975,-5950
-3258,-3258,-6516
-3507,-3507,-7014
-3720,-3720,-7440
-3897,-3897,-7794
-4040,-4040,-8080
-4147,-4147,-8294
-4217,-4217,-8434
-4253,-4253,-8506
-4252,-4252,-8504
-4216,-4216,-8432
-4144,-4144,-8288
-4036,-4036,-8072
-3893,-3893,-7786
-3712,-3712,-7424
-3494,-3494,-6988
-3238,-3238,-6476
-2944,-2944,-5888
-2614,-2614,-5228
-2248,-2248,-4496
-1852,-1852,-3704
-1429,-1429,-2858
-987,-987,-1974
-534,-534,-1068
-79,-79,-158
369,369,738
798,798,1596
1202,1202,2404
1570,1570,3140
1898,1898,3796
2182,2182,4364
2421,2421,4842
2616,2616,5232
2771,2771,5542
2891,2891,5782
2983,2983,5966
3053,3053,6106
3109,3109,6218
3153,3153,6306
3187,3187,6374
3211,3211,6422
3218,3218,6436
3201,3201,6402
3150,3150,6300
3054,3054,6108
2903,2903,5806
2687,2687,5374
2402,2402,4804
2048,2048,4096
1631,1631,3262
1163,1163,2326
658,658,1316
138,138,276
-377,-377,-754
-865,-865,-1730
-1308,-1308,-2616
-1691,-1691,-3382
-2006,-2006,-4012
-2250,-2250,-4500
-2426,-2426,-4852
-2542,-2542,-5084
-2609,-2609,-5218
-2642,-2642,-5284
-2654,-2654,-5308
-2657,-2657,-5314
-2659,-2659,-5318
-2668,-2668,-5336
-2684,-2684,-5368
-2707,-2707,-5414
-2732,-2732,-5464
-2753,-2753,-5506
-2762,-2762,-5524
-2753,-2753,-5506
-2717,-2717,-5434
-2647,-2647,-5294
-2538,-2538,-5076
-2386,-2386,-4772
-2189,-2189,-4378
-1947,-1947,-3894
-1661,-1661,-3322
-1337,-1337,-2674
-981,-981,-1962
-604,-604,-1208
-216,-216,-432
171,171,342
545,545,1090
894,894,1788
1211,1211,2422
1489,1489,2978
1725,1725,3450
1921,1921,3842
2081,2081,4162
2210,2210,4420
2315,2315,4630
2402,2402,4804
2476,2476,4952
2540,2540,5080
2593,2593,5186
2634,2634,5268
2659,2659,5318
2664,2664,5328
2644,2644,5288
2596,2596,5192
2517,2517,5034
2408,2408,4816
2269,2269,4538
2102,2102,4204
1910,1910,3820
1693,1693,3386
1453,1453,2906
1189,1189,2378
900,900,1800
586,586,1172
246,246,492
-119,-119,-238
-505,-505,-1010
-904,-904,-1808
-1308,-1308,-2616
-1704,-1704,-3408
-2080,-2080,-4160
-2421,-2421,-4842
-2716,-2716,-5432
-2956,-2956,-5912
-3136,-3136,-6272
-3255,-3255,-6510
-3315,-3315,-6630
-3323,-3323,-6646
-3286,-3286,-6572
-3213,-3213,-6426
